case_id,State abv.,Metro,Areaname,County,Family,Housing,Food,Transportation,Healthcare,Other Necessities ,Childcare,Taxes,Total,median_family_income,num_counties_in_st,st_cost_rank,st_med_aff_rank,st_income_rank
639,IL,0,"Iroquois County, IL",Iroquois County,2p2c,"$8,400","$8,995","$15,230","$18,062","$6,303","$11,832","$8,999","$77,820"," 68,964 ", 102 , 73 , 49 , 59 
640,IL,1,"Jackson County, IL HUD Metro FMR Area",Jackson County,2p2c,"$9,096","$8,665","$13,416","$21,550","$6,435","$15,327","$10,488","$84,977"," 61,076 ", 102 , 19 , 6 , 93 
641,IL,0,"Jasper County, IL",Jasper County,2p2c,"$8,400","$8,425","$15,618","$21,403","$6,096","$11,938","$9,804","$81,684"," 69,335 ", 102 , 35 , 35 , 57 
642,IL,0,"Jefferson County, IL",Jefferson County,2p2c,"$9,132","$8,185","$14,210","$21,403","$6,275","$12,058","$9,642","$80,905"," 63,731 ", 102 , 45 , 17 , 81 
643,IL,1,"St. Louis, MO-IL HUD Metro FMR Area",Jersey County,2p2c,"$8,017","$8,815","$15,508","$19,323","$6,099","$14,719","$9,962","$82,442"," 86,756 ", 102 , 27 , 95 , 12 
644,IL,0,"Jo Daviess County, IL",Jo Daviess County,2p2c,"$8,400","$9,564","$15,341","$17,236","$6,509","$11,662","$8,969","$77,681"," 76,945 ", 102 , 75 , 83 , 31 
645,IL,0,"Johnson County, IL",Johnson County,2p2c,"$8,400","$8,275","$15,228","$21,403","$6,042","$11,821","$9,618","$80,787"," 65,122 ", 102 , 48 , 21 , 74 
646,IL,1,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",Kane County,2p2c,"$15,586","$9,055","$14,328","$15,658","$8,928","$19,749","$12,780","$96,083"," 97,554 ", 102 , 6 , 91 , 7 
647,IL,1,"Kankakee, IL MSA",Kankakee County,2p2c,"$11,340","$8,695","$14,152","$15,802","$7,259","$16,973","$10,418","$84,640"," 75,231 ", 102 , 21 , 50 , 34 
648,IL,1,"Kendall County, IL HUD Metro FMR Area",Kendall County,2p2c,"$15,396","$8,575","$15,485","$15,802","$8,686","$20,052","$12,958","$96,954"," 108,138 ", 102 , 5 , 100 , 3 
649,IL,0,"Knox County, IL",Knox County,2p2c,"$8,400","$8,185","$14,250","$18,529","$6,009","$11,766","$8,553","$75,693"," 65,005 ", 102 , 96 , 38 , 76 
650,IL,1,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",Lake County,2p2c,"$16,251","$9,864","$14,197","$16,341","$9,463","$20,197","$13,754","$100,067"," 111,388 ", 102 , 3 , 99 , 2 
651,IL,0,"La Salle County, IL",La Salle County,2p2c,"$9,564","$8,515","$14,526","$18,529","$6,551","$12,557","$9,373","$79,616"," 72,955 ", 102 , 62 , 62 , 39 
652,IL,0,"Lawrence County, IL",Lawrence County,2p2c,"$8,400","$8,515","$14,734","$21,403","$6,129","$11,980","$9,615","$80,775"," 61,949 ", 102 , 49 , 10 , 92 
653,IL,0,"Lee County, IL",Lee County,2p2c,"$8,640","$7,975","$14,598","$17,236","$6,020","$11,924","$8,355","$74,748"," 77,646 ", 102 , 101 , 94 , 28 
654,IL,0,"Livingston County, IL",Livingston County,2p2c,"$8,724","$8,215","$14,815","$18,062","$6,138","$12,018","$8,774","$76,746"," 72,940 ", 102 , 86 , 70 , 40 
655,IL,0,"Logan County, IL",Logan County,2p2c,"$8,508","$7,705","$14,176","$18,242","$5,875","$11,880","$8,353","$74,740"," 76,454 ", 102 , 102 , 92 , 32 
656,IL,0,"McDonough County, IL",McDonough County,2p2c,"$8,400","$8,245","$13,952","$18,529","$6,031","$12,051","$8,572","$75,780"," 72,368 ", 102 , 95 , 72 , 45 
657,IL,1,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",McHenry County,2p2c,"$16,251","$9,444","$14,892","$16,341","$9,310","$20,197","$13,797","$100,233"," 102,984 ", 102 , 2 , 93 , 6 
658,IL,1,"Bloomington, IL  HUD Metro FMR Area",McLean County,2p2c,"$10,236","$8,995","$14,366","$18,209","$6,968","$16,750","$10,759","$86,282"," 95,238 ", 102 , 13 , 98 , 8 
659,IL,1,"Decatur, IL MSA",Macon County,2p2c,"$9,264","$8,305","$14,253","$18,389","$6,366","$15,567","$9,874","$82,017"," 70,811 ", 102 , 31 , 40 , 51 
660,IL,1,"Macoupin County, IL HUD Metro FMR Area",Macoupin County,2p2c,"$8,532","$9,474","$14,840","$19,323","$6,524","$15,125","$10,313","$84,131"," 69,203 ", 102 , 23 , 25 , 58 
661,IL,1,"St. Louis, MO-IL HUD Metro FMR Area",Madison County,2p2c,"$10,243","$8,695","$14,463","$15,443","$6,862","$16,239","$9,821","$81,765"," 79,690 ", 102 , 34 , 80 , 23 
662,IL,0,"Marion County, IL",Marion County,2p2c,"$8,400","$8,755","$14,304","$21,403","$6,216","$11,800","$9,541","$80,419"," 62,272 ", 102 , 57 , 13 , 90 
663,IL,1,"Peoria, IL MSA",Marshall County,2p2c,"$8,293","$8,755","$15,656","$18,676","$6,177","$14,691","$9,901","$82,148"," 74,522 ", 102 , 30 , 56 , 37 
664,IL,0,"Mason County, IL",Mason County,2p2c,"$8,412","$8,545","$15,096","$18,242","$6,144","$11,668","$8,810","$76,917"," 63,293 ", 102 , 82 , 26 , 83 
665,IL,0,"Massac County, IL",Massac County,2p2c,"$9,300","$8,185","$14,278","$21,403","$6,336","$12,134","$9,740","$81,377"," 62,665 ", 102 , 38 , 11 , 88 
666,IL,1,"Springfield, IL MSA",Menard County,2p2c,"$9,851","$8,695","$15,356","$18,389","$6,720","$15,619","$10,525","$85,155"," 93,451 ", 102 , 17 , 97 , 9 
667,IL,1,"Davenport-Moline-Rock Island, IA-IL MSA",Mercer County,2p2c,"$8,105","$8,575","$15,447","$16,592","$6,044","$14,790","$9,192","$78,745"," 76,254 ", 102 , 68 , 79 , 33 
668,IL,1,"St. Louis, MO-IL HUD Metro FMR Area",Monroe County,2p2c,"$10,839","$9,864","$15,597","$16,341","$7,502","$16,647","$11,089","$87,878"," 104,011 ", 102 , 11 , 102 , 5 
669,IL,0,"Montgomery County, IL",Montgomery County,2p2c,"$8,400","$7,915","$14,921","$19,176","$5,912","$11,746","$8,800","$76,869"," 68,616 ", 102 , 83 , 52 , 62 
670,IL,0,"Morgan County, IL",Morgan County,2p2c,"$8,652","$7,855","$14,276","$18,242","$5,981","$11,960","$8,507","$75,473"," 64,632 ", 102 , 98 , 37 , 77 
671,IL,0,"Moultrie County, IL",Moultrie County,2p2c,"$8,400","$8,275","$14,949","$18,242","$6,042","$12,024","$8,763","$76,694"," 73,574 ", 102 , 88 , 75 , 38 
672,IL,0,"Ogle County, IL",Ogle County,2p2c,"$9,576","$8,365","$15,080","$17,236","$6,501","$12,310","$9,063","$78,130"," 76,972 ", 102 , 71 , 82 , 30 
673,IL,1,"Peoria, IL MSA",Peoria County,2p2c,"$10,623","$8,845","$13,994","$18,676","$7,054","$16,222","$10,730","$86,143"," 75,040 ", 102 , 15 , 46 , 36 
674,IL,0,"Perry County, IL",Perry County,2p2c,"$8,400","$8,785","$14,594","$21,403","$6,227","$11,997","$9,680","$81,085"," 66,306 ", 102 , 41 , 24 , 71 
675,IL,1,"Champaign-Urbana, IL MSA",Piatt County,2p2c,"$10,150","$8,845","$15,580","$18,209","$6,883","$15,946","$10,782","$86,394"," 84,909 ", 102 , 12 , 81 , 14 
676,IL,0,"Pike County, IL",Pike County,2p2c,"$8,400","$8,305","$15,243","$18,242","$6,053","$11,662","$8,756","$76,661"," 64,212 ", 102 , 89 , 31 , 78 
677,IL,0,"Pope County, IL",Pope County,2p2c,"$8,400","$8,125","$15,624","$21,403","$5,988","$11,792","$9,660","$80,992"," 65,949 ", 102 , 43 , 23 , 72 
678,IL,0,"Pulaski County, IL",Pulaski County,2p2c,"$8,400","$8,335","$14,830","$21,403","$6,064","$12,256","$9,649","$80,936"," 48,830 ", 102 , 44 , 2 , 101 
679,IL,0,"Putnam County, IL",Putnam County,2p2c,"$8,688","$8,605","$15,920","$18,529","$6,266","$11,934","$9,294","$79,235"," 79,536 ", 102 , 66 , 89 , 24 
680,IL,0,"Randolph County, IL",Randolph County,2p2c,"$8,400","$7,855","$14,764","$19,176","$5,890","$11,952","$8,791","$76,828"," 71,013 ", 102 , 84 , 63 , 49 
681,IL,0,"Richland County, IL",Richland County,2p2c,"$8,400","$8,545","$14,425","$21,403","$6,140","$11,835","$9,507","$80,255"," 67,313 ", 102 , 58 , 32 , 66 
682,IL,1,"Davenport-Moline-Rock Island, IA-IL MSA",Rock Island County,2p2c,"$9,256","$8,395","$13,933","$16,592","$6,396","$15,578","$9,349","$79,499"," 72,147 ", 102 , 63 , 57 , 46 
683,IL,1,"St. Louis, MO-IL HUD Metro FMR Area",St. Clair County,2p2c,"$10,702","$8,965","$14,045","$15,443","$7,126","$16,553","$10,055","$82,890"," 77,037 ", 102 , 25 , 65 , 29 
684,IL,0,"Saline County, IL",Saline County,2p2c,"$8,400","$7,795","$14,310","$21,403","$5,868","$11,852","$9,211","$78,839"," 55,954 ", 102 , 67 , 5 , 100 
685,IL,1,"Springfield, IL MSA",Sangamon County,2p2c,"$10,317","$8,995","$13,770","$18,389","$6,997","$15,921","$10,462","$84,850"," 85,524 ", 102 , 20 , 90 , 13 
686,IL,0,"Schuyler County, IL",Schuyler County,2p2c,"$8,400","$8,365","$15,204","$18,242","$6,075","$11,752","$8,791","$76,827"," 66,637 ", 102 , 85 , 42 , 69 
687,IL,0,"Scott County, IL",Scott County,2p2c,"$8,400","$8,125","$15,519","$18,242","$5,988","$11,973","$8,846","$77,093"," 71,834 ", 102 , 80 , 68 , 47 
688,IL,0,"Shelby County, IL",Shelby County,2p2c,"$8,400","$8,905","$15,193","$18,242","$6,270","$12,215","$9,105","$78,329"," 67,286 ", 102 , 69 , 39 , 67 
689,IL,1,"Peoria, IL MSA",Stark County,2p2c,"$8,386","$8,485","$15,964","$18,676","$6,113","$14,752","$9,935","$82,310"," 69,745 ", 102 , 29 , 33 , 55 
690,IL,0,"Stephenson County, IL",Stephenson County,2p2c,"$8,400","$8,665","$14,175","$17,236","$6,183","$12,086","$8,449","$75,194"," 64,018 ", 102 , 100 , 36 , 80 
691,IL,1,"Peoria, IL MSA",Tazewell County,2p2c,"$9,864","$8,515","$14,624","$18,676","$6,659","$15,723","$10,376","$84,438"," 80,980 ", 102 , 22 , 74 , 21 
692,IL,0,"Union County, IL",Union County,2p2c,"$8,400","$8,485","$14,773","$21,403","$6,118","$12,256","$9,688","$81,123"," 62,663 ", 102 , 39 , 12 , 89 
693,IL,1,"Danville, IL MSA",Vermilion County,2p2c,"$9,456","$8,335","$14,215","$18,209","$6,446","$15,468","$9,870","$82,000"," 60,740 ", 102 , 32 , 8 , 94 
694,IL,0,"Wabash County, IL",Wabash County,2p2c,"$8,700","$8,485","$14,693","$21,403","$6,227","$11,878","$9,674","$81,060"," 72,737 ", 102 , 42 , 54 , 43 
695,IL,0,"Warren County, IL",Warren County,2p2c,"$8,400","$8,245","$14,793","$18,421","$6,031","$11,921","$8,731","$76,542"," 63,321 ", 102 , 91 , 28 , 82 
696,IL,0,"Washington County, IL",Washington County,2p2c,"$9,132","$8,635","$15,692","$19,176","$6,438","$12,114","$9,622","$80,808"," 80,728 ", 102 , 46 , 88 , 22 
697,IL,0,"Wayne County, IL",Wayne County,2p2c,"$8,400","$8,485","$15,047","$21,403","$6,118","$11,662","$9,603","$80,718"," 63,086 ", 102 , 51 , 16 , 84 
698,IL,0,"White County, IL",White County,2p2c,"$8,400","$8,425","$14,844","$21,403","$6,096","$11,837","$9,574","$80,580"," 62,774 ", 102 , 54 , 15 , 87 
699,IL,0,"Whiteside County, IL",Whiteside County,2p2c,"$9,012","$8,155","$14,453","$18,421","$6,220","$11,975","$8,844","$77,081"," 69,989 ", 102 , 81 , 58 , 54 
700,IL,1,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",Will County,2p2c,"$15,966","$9,294","$14,501","$15,802","$9,153","$20,005","$13,204","$97,924"," 104,613 ", 102 , 4 , 96 , 4 
701,IL,1,"Williamson County, IL HUD Metro FMR Area",Williamson County,2p2c,"$9,144","$8,185","$14,331","$21,550","$6,279","$15,661","$10,661","$85,811"," 68,745 ", 102 , 16 , 19 , 60 
702,IL,1,"Rockford, IL MSA",Winnebago County,2p2c,"$9,529","$8,605","$13,672","$15,874","$6,571","$15,754","$9,311","$79,315"," 68,736 ", 102 , 64 , 41 , 61 
703,IL,1,"Peoria, IL MSA",Woodford County,2p2c,"$10,090","$10,854","$15,476","$18,676","$7,589","$15,872","$11,549","$90,105"," 87,131 ", 102 , 9 , 78 , 11 
704,IN,0,"Adams County, IN",Adams County,2p2c,"$8,784","$8,365","$14,939","$15,368","$6,214","$13,307","$7,316","$74,293"," 67,369 ", 92 , 54 , 46 , 51 
705,IN,1,"Fort Wayne, IN MSA",Allen County,2p2c,"$9,477","$8,755","$13,912","$15,946","$6,606","$18,208","$8,772","$81,676"," 70,590 ", 92 , 25 , 32 , 35 
706,IN,1,"Columbus, IN MSA",Bartholomew County,2p2c,"$10,812","$8,515","$14,308","$15,048","$7,003","$19,646","$9,363","$84,695"," 79,838 ", 92 , 13 , 64 , 11 
707,IN,1,"Lafayette-West Lafayette, IN HUD Metro FMR Area",Benton County,2p2c,"$8,753","$8,695","$15,116","$14,976","$6,322","$18,106","$8,543","$80,510"," 58,664 ", 92 , 30 , 1 , 88 
708,IN,0,"Blackford County, IN",Blackford County,2p2c,"$8,784","$7,945","$14,484","$14,757","$6,062","$12,941","$6,820","$71,793"," 54,692 ", 92 , 78 , 5 , 92 
709,IN,1,"Indianapolis-Carmel, IN HUD Metro FMR Area",Boone County,2p2c,"$12,315","$8,905","$14,687","$16,305","$7,689","$21,224","$10,767","$91,891"," 105,167 ", 92 , 3 , 91 , 2 
710,IN,1,"Indianapolis-Carmel, IN HUD Metro FMR Area",Brown County,2p2c,"$10,244","$8,485","$15,789","$15,479","$6,786","$19,269","$9,539","$85,590"," 78,517 ", 92 , 11 , 55 , 13 
711,IN,1,"Carroll County, IN HUD Metro FMR Area",Carroll County,2p2c,"$8,784","$8,275","$15,584","$14,581","$6,181","$17,399","$8,258","$79,061"," 66,901 ", 92 , 40 , 23 , 54 
712,IN,0,"Cass County, IN",Cass County,2p2c,"$8,784","$7,256","$14,611","$14,613","$5,812","$12,637","$6,506","$70,219"," 65,498 ", 92 , 92 , 60 , 62 
713,IN,1,"Louisville, KY-IN HUD Metro FMR Area",Clark County,2p2c,"$10,849","$8,335","$13,973","$13,718","$6,951","$19,880","$8,968","$82,674"," 71,864 ", 92 , 19 , 33 , 33 
714,IN,1,"Terre Haute, IN HUD Metro FMR Area",Clay County,2p2c,"$8,768","$7,526","$14,623","$16,736","$5,904","$17,788","$8,390","$79,734"," 68,247 ", 92 , 34 , 27 , 43 
715,IN,0,"Clinton County, IN",Clinton County,2p2c,"$9,384","$7,196","$14,737","$14,434","$6,007","$12,949","$6,754","$71,461"," 66,573 ", 92 , 81 , 59 , 55 
716,IN,0,"Crawford County, IN",Crawford County,2p2c,"$8,784","$8,035","$15,147","$13,571","$6,094","$12,530","$6,618","$70,780"," 58,426 ", 92 , 90 , 17 , 89 
717,IN,0,"Daviess County, IN",Daviess County,2p2c,"$9,096","$8,425","$14,646","$13,464","$6,349","$12,757","$6,761","$71,498"," 67,837 ", 92 , 80 , 67 , 48 
718,IN,1,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",Dearborn County,2p2c,"$9,618","$7,945","$15,189","$13,862","$6,364","$18,802","$8,497","$80,277"," 80,671 ", 92 , 33 , 79 , 9 
719,IN,0,"Decatur County, IN",Decatur County,2p2c,"$10,260","$7,735","$14,653","$14,901","$6,520","$13,473","$7,456","$74,999"," 68,131 ", 92 , 50 , 47 , 45 
720,IN,0,"DeKalb County, IN",DeKalb County,2p2c,"$9,048","$8,005","$14,640","$15,368","$6,179","$12,748","$7,071","$73,059"," 70,514 ", 92 , 61 , 73 , 36 
721,IN,1,"Muncie, IN MSA",Delaware County,2p2c,"$8,904","$7,855","$13,786","$14,904","$6,073","$17,891","$7,916","$77,329"," 61,300 ", 92 , 43 , 12 , 84 
722,IN,0,"Dubois County, IN",Dubois County,2p2c,"$8,784","$8,155","$15,055","$13,464","$6,138","$13,190","$6,773","$71,559"," 76,468 ", 92 , 79 , 90 , 17 
723,IN,1,"Elkhart-Goshen, IN MSA",Elkhart County,2p2c,"$9,900","$8,305","$13,789","$15,119","$6,596","$18,451","$8,590","$80,751"," 69,382 ", 92 , 29 , 29 , 38 
724,IN,0,"Fayette County, IN",Fayette County,2p2c,"$8,796","$8,095","$14,251","$15,224","$6,120","$12,643","$6,859","$71,988"," 55,706 ", 92 , 76 , 10 , 91 
725,IN,1,"Louisville, KY-IN HUD Metro FMR Area",Floyd County,2p2c,"$10,220","$8,725","$14,117","$13,718","$6,864","$19,284","$8,778","$81,705"," 84,220 ", 92 , 24 , 87 , 8 
726,IN,0,"Fountain County, IN",Fountain County,2p2c,"$8,784","$8,635","$14,855","$14,434","$6,312","$12,530","$6,963","$72,512"," 68,118 ", 92 , 70 , 62 , 46 
727,IN,0,"Franklin County, IN",Franklin County,2p2c,"$9,072","$9,205","$15,511","$13,715","$6,622","$12,845","$7,314","$74,283"," 73,186 ", 92 , 55 , 78 , 29 
728,IN,0,"Fulton County, IN",Fulton County,2p2c,"$8,784","$8,575","$14,852","$14,613","$6,290","$12,530","$6,986","$72,631"," 66,452 ", 92 , 66 , 52 , 56 
729,IN,0,"Gibson County, IN",Gibson County,2p2c,"$8,784","$8,185","$15,059","$14,901","$6,149","$12,692","$7,017","$72,787"," 73,249 ", 92 , 64 , 80 , 28 
730,IN,0,"Grant County, IN",Grant County,2p2c,"$8,784","$7,705","$14,097","$14,757","$5,975","$12,826","$6,614","$70,758"," 57,215 ", 92 , 91 , 13 , 90 
731,IN,0,"Greene County, IN",Greene County,2p2c,"$8,784","$8,155","$14,824","$13,464","$6,138","$12,831","$6,627","$70,822"," 63,831 ", 92 , 89 , 43 , 67 
732,IN,1,"Indianapolis-Carmel, IN HUD Metro FMR Area",Hamilton County,2p2c,"$14,325","$10,104","$14,420","$16,305","$8,852","$23,121","$12,445","$99,572"," 119,707 ", 92 , 1 , 92 , 1 
733,IN,1,"Indianapolis-Carmel, IN HUD Metro FMR Area",Hancock County,2p2c,"$10,902","$8,515","$15,003","$15,371","$7,036","$19,890","$9,700","$86,416"," 90,046 ", 92 , 9 , 88 , 4 
734,IN,1,"Louisville, KY-IN HUD Metro FMR Area",Harrison County,2p2c,"$9,398","$8,005","$15,288","$13,718","$6,306","$18,505","$8,360","$79,581"," 75,323 ", 92 , 35 , 65 , 23 
735,IN,1,"Indianapolis-Carmel, IN HUD Metro FMR Area",Hendricks County,2p2c,"$13,107","$8,845","$14,669","$16,305","$7,954","$21,971","$11,183","$94,033"," 96,065 ", 92 , 2 , 84 , 3 
736,IN,0,"Henry County, IN",Henry County,2p2c,"$8,904","$7,855","$14,434","$15,224","$6,073","$12,743","$6,884","$72,117"," 62,039 ", 92 , 73 , 30 , 77 
737,IN,1,"Kokomo, IN MSA",Howard County,2p2c,"$8,784","$8,275","$14,127","$14,760","$6,181","$18,030","$8,099","$78,256"," 66,264 ", 92 , 42 , 24 , 57 
738,IN,0,"Huntington County, IN",Huntington County,2p2c,"$8,784","$7,795","$14,863","$15,368","$6,007","$12,751","$6,968","$72,536"," 67,793 ", 92 , 68 , 61 , 49 
739,IN,0,"Jackson County, IN",Jackson County,2p2c,"$9,588","$7,585","$14,430","$14,901","$6,223","$13,262","$7,072","$73,061"," 63,764 ", 92 , 60 , 35 , 68 
740,IN,1,"Jasper County, IN HUD Metro FMR Area",Jasper County,2p2c,"$10,680","$9,534","$15,399","$14,976","$7,324","$19,447","$9,856","$87,217"," 75,953 ", 92 , 7 , 34 , 20 
741,IN,0,"Jay County, IN",Jay County,2p2c,"$8,784","$8,335","$14,916","$14,757","$6,203","$12,536","$6,958","$72,490"," 61,698 ", 92 , 71 , 26 , 80 
742,IN,0,"Jefferson County, IN",Jefferson County,2p2c,"$9,204","$7,825","$14,458","$13,571","$6,170","$13,192","$6,683","$71,104"," 63,435 ", 92 , 85 , 41 , 69 
743,IN,0,"Jennings County, IN",Jennings County,2p2c,"$9,000","$7,885","$14,811","$14,901","$6,118","$12,977","$6,998","$72,690"," 66,129 ", 92 , 65 , 49 , 59 
744,IN,1,"Indianapolis-Carmel, IN HUD Metro FMR Area",Johnson County,2p2c,"$11,633","$8,515","$14,215","$15,479","$7,300","$20,580","$9,944","$87,665"," 89,297 ", 92 , 4 , 83 , 6 
745,IN,0,"Knox County, IN",Knox County,2p2c,"$9,348","$8,575","$14,193","$13,464","$6,494","$12,938","$6,829","$71,841"," 65,373 ", 92 , 77 , 50 , 63 
746,IN,0,"Kosciusko County, IN",Kosciusko County,2p2c,"$9,528","$8,455","$14,731","$14,972","$6,516","$13,105","$7,398","$74,705"," 72,225 ", 92 , 51 , 74 , 32 
747,IN,0,"LaGrange County, IN",LaGrange County,2p2c,"$8,784","$9,085","$15,158","$15,368","$6,474","$13,112","$7,564","$75,545"," 74,136 ", 92 , 47 , 77 , 25 
748,IN,1,"Gary, IN HUD Metro FMR Area",Lake County,2p2c,"$11,001","$8,695","$13,580","$14,509","$7,137","$19,491","$9,140","$83,552"," 71,694 ", 92 , 15 , 28 , 34 
749,IN,1,"Michigan City-La Porte, IN MSA",LaPorte County,2p2c,"$9,192","$8,395","$14,063","$14,509","$6,372","$17,980","$8,186","$78,697"," 69,116 ", 92 , 41 , 37 , 39 
750,IN,0,"Lawrence County, IN",Lawrence County,2p2c,"$9,228","$7,705","$14,760","$15,332","$6,136","$13,138","$7,149","$73,448"," 67,335 ", 92 , 57 , 54 , 52 
751,IN,1,"Anderson, IN HUD Metro FMR Area",Madison County,2p2c,"$9,648","$8,245","$14,114","$15,371","$6,483","$18,309","$8,593","$80,763"," 63,282 ", 92 , 28 , 11 , 71 
752,IN,1,"Indianapolis-Carmel, IN HUD Metro FMR Area",Marion County,2p2c,"$10,829","$8,485","$13,093","$16,305","$6,998","$19,821","$9,412","$84,943"," 64,359 ", 92 , 12 , 4 , 65 
753,IN,0,"Marshall County, IN",Marshall County,2p2c,"$8,784","$7,975","$14,870","$14,972","$6,073","$13,200","$7,043","$72,918"," 65,754 ", 92 , 62 , 44 , 60 
754,IN,0,"Martin County, IN",Martin County,2p2c,"$8,784","$7,975","$14,992","$13,464","$6,073","$13,024","$6,655","$70,967"," 68,045 ", 92 , 87 , 69 , 47 
755,IN,0,"Miami County, IN",Miami County,2p2c,"$8,784","$7,555","$14,552","$14,613","$5,920","$13,109","$6,711","$71,245"," 62,648 ", 92 , 82 , 38 , 74 
756,IN,1,"Bloomington, IN HUD Metro FMR Area",Monroe County,2p2c,"$11,124","$9,085","$13,339","$15,479","$7,322","$20,693","$9,779","$86,821"," 79,142 ", 92 , 8 , 51 , 12 
757,IN,0,"Montgomery County, IN",Montgomery County,2p2c,"$9,228","$8,425","$14,529","$14,434","$6,396","$12,984","$7,073","$73,069"," 68,814 ", 92 , 59 , 63 , 40 
758,IN,1,"Indianapolis-Carmel, IN HUD Metro FMR Area",Morgan County,2p2c,"$10,196","$8,905","$14,953","$16,305","$6,921","$19,223","$9,648","$86,149"," 75,874 ", 92 , 10 , 39 , 21 
759,IN,1,"Gary, IN HUD Metro FMR Area",Newton County,2p2c,"$8,778","$8,695","$15,607","$14,976","$6,331","$17,492","$8,521","$80,401"," 67,603 ", 92 , 31 , 20 , 50 
760,IN,0,"Noble County, IN",Noble County,2p2c,"$9,216","$8,305","$14,874","$15,368","$6,349","$13,175","$7,392","$74,679"," 68,568 ", 92 , 52 , 56 , 41 
761,IN,1,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",Ohio County,2p2c,"$8,649","$8,845","$15,344","$13,862","$6,339","$17,874","$8,285","$79,197"," 75,049 ", 92 , 39 , 66 , 24 
762,IN,0,"Orange County, IN",Orange County,2p2c,"$8,784","$7,855","$14,920","$13,464","$6,029","$13,207","$6,642","$70,901"," 59,900 ", 92 , 88 , 21 , 86 
763,IN,1,"Owen County, IN HUD Metro FMR Area",Owen County,2p2c,"$8,784","$9,684","$15,013","$15,479","$6,692","$18,458","$9,066","$83,175"," 64,152 ", 92 , 16 , 9 , 66 
764,IN,0,"Parke County, IN",Parke County,2p2c,"$9,300","$8,095","$15,298","$16,589","$6,303","$12,873","$7,682","$76,140"," 61,648 ", 92 , 46 , 14 , 81 
765,IN,0,"Perry County, IN",Perry County,2p2c,"$8,784","$7,975","$14,840","$13,464","$6,073","$13,217","$6,666","$71,018"," 68,538 ", 92 , 86 , 72 , 42 
766,IN,0,"Pike County, IN",Pike County,2p2c,"$8,784","$8,455","$15,283","$13,464","$6,246","$13,027","$6,891","$72,150"," 64,805 ", 92 , 72 , 42 , 64 
767,IN,1,"Gary, IN HUD Metro FMR Area",Porter County,2p2c,"$11,584","$9,354","$14,330","$14,509","$7,587","$20,016","$9,861","$87,241"," 88,406 ", 92 , 6 , 82 , 7 
768,IN,1,"Evansville, IN-KY MSA",Posey County,2p2c,"$8,983","$9,175","$15,489","$15,048","$6,579","$17,886","$8,834","$81,994"," 80,212 ", 92 , 23 , 76 , 10 
769,IN,0,"Pulaski County, IN",Pulaski County,2p2c,"$8,784","$8,035","$15,235","$14,613","$6,094","$12,819","$6,970","$72,550"," 59,798 ", 92 , 67 , 16 , 87 
770,IN,1,"Putnam County, IN HUD Metro FMR Area",Putnam County,2p2c,"$9,144","$7,885","$14,936","$14,581","$6,170","$18,434","$8,343","$79,493"," 75,474 ", 92 , 36 , 68 , 22 
771,IN,0,"Randolph County, IN",Randolph County,2p2c,"$8,784","$7,376","$14,951","$14,757","$5,855","$12,801","$6,708","$71,233"," 61,433 ", 92 , 84 , 31 , 82 
772,IN,0,"Ripley County, IN",Ripley County,2p2c,"$8,784","$8,035","$15,127","$13,715","$6,094","$12,775","$6,710","$71,240"," 72,916 ", 92 , 83 , 85 , 30 
